word,translation,pos,category,level,frequency,source
adjust,调整,verb,oxford_a_words,5,75,Oxford_3000
administration,管理,noun,oxford_a_words,6,80,Oxford_3000
admire,钦佩,verb,oxford_a_words,5,75,Oxford_3000
admit,承认,verb,oxford_a_words,4,85,Oxford_3000
adopt,采用,verb,oxford_a_words,5,80,Oxford_3000
adult,成年人,noun,oxford_a_words,4,85,Oxford_3000
advance,前进,verb/noun,oxford_a_words,5,80,Oxford_3000
advanced,高级的,adjective,oxford_a_words,5,80,Oxford_3000
advantage,优势,noun,oxford_a_words,4,85,Oxford_3000
adventure,冒险,noun,oxford_a_words,5,75,Oxford_3000
advertise,广告,verb,oxford_a_words,5,80,Oxford_3000
advertisement,广告,noun,oxford_a_words,5,80,Oxford_3000
advice,建议,noun,oxford_a_words,4,90,Oxford_3000
advise,建议,verb,oxford_a_words,4,85,Oxford_3000
affair,事务,noun,oxford_a_words,5,75,Oxford_3000
affect,影响,verb,oxford_a_words,5,85,Oxford_3000
afford,负担得起,verb,oxford_a_words,4,80,Oxford_3000
afraid,害怕的,adjective,oxford_a_words,3,90,Oxford_3000
after,在...之后,preposition,oxford_a_words,3,98,Oxford_3000
afternoon,下午,noun,oxford_a_words,3,90,Oxford_3000
afterwards,后来,adverb,oxford_a_words,5,75,Oxford_3000
again,再次,adverb,oxford_a_words,3,95,Oxford_3000
against,反对,preposition,oxford_a_words,4,90,Oxford_3000
age,年龄,noun,oxford_a_words,3,95,Oxford_3000
aged,年迈的,adjective,oxford_a_words,4,75,Oxford_3000
agency,代理,noun,oxford_a_words,5,75,Oxford_3000
agent,代理人,noun,oxford_a_words,5,80,Oxford_3000
aggressive,侵略性的,adjective,oxford_a_words,5,75,Oxford_3000
ago,以前,adverb,oxford_a_words,3,90,Oxford_3000
agree,同意,verb,oxford_a_words,3,95,Oxford_3000
agreement,协议,noun,oxford_a_words,4,85,Oxford_3000
ahead,向前,adverb,oxford_a_words,4,85,Oxford_3000
aid,援助,noun,oxford_a_words,5,80,Oxford_3000
aim,目标,noun,oxford_a_words,4,85,Oxford_3000
air,空气,noun,oxford_a_words,3,95,Oxford_3000
aircraft,飞机,noun,oxford_a_words,5,75,Oxford_3000
airline,航空公司,noun,oxford_a_words,5,80,Oxford_3000
airport,机场,noun,oxford_a_words,4,85,Oxford_3000
alarm,警报,noun,oxford_a_words,5,80,Oxford_3000
alcohol,酒精,noun,oxford_a_words,5,75,Oxford_3000
alive,活着的,adjective,oxford_a_words,4,80,Oxford_3000
all,所有,determiner,oxford_a_words,2,98,Oxford_3000
allow,允许,verb,oxford_a_words,4,90,Oxford_3000
ally,盟友,noun,oxford_a_words,6,70,Oxford_3000
almost,几乎,adverb,oxford_a_words,4,90,Oxford_3000
alone,独自,adjective,oxford_a_words,4,85,Oxford_3000
along,沿着,preposition,oxford_a_words,4,90,Oxford_3000
alongside,在旁边,preposition,oxford_a_words,5,75,Oxford_3000
already,已经,adverb,oxford_a_words,4,90,Oxford_3000
also,也,adverb,oxford_a_words,3,95,Oxford_3000
alter,改变,verb,oxford_a_words,5,80,Oxford_3000
alternative,替代的,adjective,oxford_a_words,5,80,Oxford_3000
although,尽管,conjunction,oxford_a_words,4,85,Oxford_3000
altogether,总共,adverb,oxford_a_words,5,75,Oxford_3000
always,总是,adverb,oxford_a_words,3,95,Oxford_3000
amaze,使惊讶,verb,oxford_a_words,5,75,Oxford_3000
ambition,野心,noun,oxford_a_words,5,75,Oxford_3000
ambulance,救护车,noun,oxford_a_words,5,75,Oxford_3000
among,在...之中,preposition,oxford_a_words,4,85,Oxford_3000
amount,数量,noun,oxford_a_words,4,85,Oxford_3000
amuse,逗乐,verb,oxford_a_words,5,75,Oxford_3000
analysis,分析,noun,oxford_a_words,5,85,Oxford_3000
analyze,分析,verb,oxford_a_words,5,80,Oxford_3000
ancient,古代的,adjective,oxford_a_words,5,80,Oxford_3000
and,和,conjunction,oxford_a_words,1,99,Oxford_3000
anger,愤怒,noun,oxford_a_words,4,80,Oxford_3000
angle,角度,noun,oxford_a_words,4,80,Oxford_3000
angry,生气的,adjective,oxford_a_words,3,90,Oxford_3000
animal,动物,noun,oxford_a_words,3,95,Oxford_3000
announce,宣布,verb,oxford_a_words,5,80,Oxford_3000
annoy,惹恼,verb,oxford_a_words,4,80,Oxford_3000
annual,每年的,adjective,oxford_a_words,5,80,Oxford_3000
another,另一个,determiner,oxford_a_words,4,90,Oxford_3000
answer,答案,noun,oxford_a_words,3,95,Oxford_3000
anticipate,预期,verb,oxford_a_words,6,75,Oxford_3000
anxiety,焦虑,noun,oxford_a_words,5,80,Oxford_3000
anxious,焦虑的,adjective,oxford_a_words,5,80,Oxford_3000
any,任何,determiner,oxford_a_words,3,95,Oxford_3000
anybody,任何人,pronoun,oxford_a_words,4,85,Oxford_3000
anyone,任何人,pronoun,oxford_a_words,4,85,Oxford_3000
anything,任何事,pronoun,oxford_a_words,4,90,Oxford_3000
anyway,无论如何,adverb,oxford_a_words,4,85,Oxford_3000
anywhere,任何地方,adverb,oxford_a_words,4,80,Oxford_3000
apart,分开,adverb,oxford_a_words,4,80,Oxford_3000
apartment,公寓,noun,oxford_a_words,4,85,Oxford_3000
apologize,道歉,verb,oxford_a_words,5,80,Oxford_3000
apparent,明显的,adjective,oxford_a_words,5,80,Oxford_3000
apparently,显然,adverb,oxford_a_words,5,80,Oxford_3000
appeal,呼吁,noun,oxford_a_words,5,80,Oxford_3000
appear,出现,verb,oxford_a_words,4,90,Oxford_3000
appearance,外观,noun,oxford_a_words,4,80,Oxford_3000
apple,苹果,noun,oxford_a_words,3,90,Oxford_3000
application,应用,noun,oxford_a_words,5,85,Oxford_3000
apply,申请,verb,oxford_a_words,4,85,Oxford_3000
appoint,任命,verb,oxford_a_words,5,75,Oxford_3000
appointment,预约,noun,oxford_a_words,5,80,Oxford_3000
appreciate,欣赏,verb,oxford_a_words,5,80,Oxford_3000
approach,方法,noun,oxford_a_words,5,85,Oxford_3000
appropriate,适当的,adjective,oxford_a_words,5,80,Oxford_3000
approve,批准,verb,oxford_a_words,5,80,Oxford_3000
architect,建筑师,noun,oxford_a_words,5,75,Oxford_3000
architecture,建筑,noun,oxford_a_words,6,75,Oxford_3000
area,地区,noun,oxford_a_words,3,95,Oxford_3000
argue,争论,verb,oxford_a_words,4,85,Oxford_3000
argument,论点,noun,oxford_a_words,5,85,Oxford_3000
arise,出现,verb,oxford_a_words,5,80,Oxford_3000
arm,手臂,noun,oxford_a_words,3,95,Oxford_3000
armed,武装的,adjective,oxford_a_words,5,75,Oxford_3000
army,军队,noun,oxford_a_words,4,80,Oxford_3000
around,周围,preposition,oxford_a_words,3,95,Oxford_3000
arrange,安排,verb,oxford_a_words,4,85,Oxford_3000
arrangement,安排,noun,oxford_a_words,4,80,Oxford_3000
arrest,逮捕,verb,oxford_a_words,5,80,Oxford_3000
arrival,到达,noun,oxford_a_words,4,80,Oxford_3000
arrive,到达,verb,oxford_a_words,3,90,Oxford_3000
art,艺术,noun,oxford_a_words,3,95,Oxford_3000
article,文章,noun,oxford_a_words,4,90,Oxford_3000
artificial,人造的,adjective,oxford_a_words,5,80,Oxford_3000
artist,艺术家,noun,oxford_a_words,4,80,Oxford_3000
as,作为,preposition,oxford_a_words,3,98,Oxford_3000
ashamed,羞愧的,adjective,oxford_a_words,5,75,Oxford_3000
aside,在旁边,adverb,oxford_a_words,4,75,Oxford_3000
ask,问,verb,oxford_a_words,2,98,Oxford_3000
asleep,睡着的,adjective,oxford_a_words,4,80,Oxford_3000
aspect,方面,noun,oxford_a_words,5,85,Oxford_3000
assess,评估,verb,oxford_a_words,5,80,Oxford_3000
assessment,评估,noun,oxford_a_words,5,80,Oxford_3000
assist,帮助,verb,oxford_a_words,5,80,Oxford_3000
assistance,帮助,noun,oxford_a_words,5,80,Oxford_3000
assistant,助手,noun,oxford_a_words,5,75,Oxford_3000
associate,联系,verb,oxford_a_words,5,80,Oxford_3000
association,协会,noun,oxford_a_words,5,80,Oxford_3000
assume,假设,verb,oxford_a_words,5,85,Oxford_3000
at,在,preposition,oxford_a_words,2,99,Oxford_3000
atmosphere,大气,noun,oxford_a_words,5,80,Oxford_3000
attach,附上,verb,oxford_a_words,5,80,Oxford_3000
attack,攻击,noun,oxford_a_words,4,85,Oxford_3000
attempt,尝试,noun,oxford_a_words,5,85,Oxford_3000
attend,参加,verb,oxford_a_words,4,85,Oxford_3000
attention,注意,noun,oxford_a_words,4,90,Oxford_3000
attitude,态度,noun,oxford_a_words,4,90,Oxford_3000
attorney,律师,noun,oxford_a_words,6,70,Oxford_3000
attract,吸引,verb,oxford_a_words,4,85,Oxford_3000
attraction,吸引,noun,oxford_a_words,5,75,Oxford_3000
attractive,有吸引力的,adjective,oxford_a_words,4,80,Oxford_3000
audience,观众,noun,oxford_a_words,4,85,Oxford_3000
author,作者,noun,oxford_a_words,4,90,Oxford_3000
authority,权威,noun,oxford_a_words,5,85,Oxford_3000
automatic,自动的,adjective,oxford_a_words,5,80,Oxford_3000
available,可用的,adjective,oxford_a_words,4,90,Oxford_3000
average,平均,adjective,oxford_a_words,4,85,Oxford_3000
avoid,避免,verb,oxford_a_words,4,90,Oxford_3000
awake,醒着的,adjective,oxford_a_words,4,80,Oxford_3000
award,奖励,noun,oxford_a_words,5,80,Oxford_3000
aware,意识到的,adjective,oxford_a_words,5,85,Oxford_3000
away,离开,adverb,oxford_a_words,3,95,Oxford_3000
awful,可怕的,adjective,oxford_a_words,4,80,Oxford_3000
awkward,尴尬的,adjective,oxford_a_words,5,75,Oxford_3000
baby,婴儿,noun,oxford_b_words,3,95,Oxford_3000
back,背部,noun,oxford_b_words,3,98,Oxford_3000
background,背景,noun,oxford_b_words,4,85,Oxford_3000
backwards,向后,adverb,oxford_b_words,4,75,Oxford_3000
bacteria,细菌,noun,oxford_b_words,6,75,Oxford_3000
bad,坏的,adjective,oxford_b_words,3,98,Oxford_3000
badly,糟糕地,adverb,oxford_b_words,4,85,Oxford_3000
bag,袋子,noun,oxford_b_words,3,95,Oxford_3000
bake,烘烤,verb,oxford_b_words,4,75,Oxford_3000
balance,平衡,noun,oxford_b_words,4,85,Oxford_3000
ball,球,noun,oxford_b_words,3,95,Oxford_3000
ban,禁止,verb,oxford_b_words,5,75,Oxford_3000
band,乐队,noun,oxford_b_words,4,80,Oxford_3000
bank,银行,noun,oxford_b_words,3,95,Oxford_3000
bar,酒吧,noun,oxford_b_words,4,85,Oxford_3000
barrier,障碍,noun,oxford_b_words,5,80,Oxford_3000
base,基础,noun,oxford_b_words,4,85,Oxford_3000
basic,基本的,adjective,oxford_b_words,4,90,Oxford_3000
basically,基本上,adverb,oxford_b_words,4,85,Oxford_3000
basis,基础,noun,oxford_b_words,5,80,Oxford_3000
bath,洗澡,noun,oxford_b_words,4,80,Oxford_3000
bathroom,浴室,noun,oxford_b_words,4,90,Oxford_3000
battery,电池,noun,oxford_b_words,5,80,Oxford_3000
battle,战斗,noun,oxford_b_words,5,80,Oxford_3000
be,是,verb,oxford_b_words,1,99,Oxford_3000
beach,海滩,noun,oxford_b_words,4,85,Oxford_3000
bean,豆子,noun,oxford_b_words,4,75,Oxford_3000
bear,熊,noun,oxford_b_words,4,80,Oxford_3000
beat,打败,verb,oxford_b_words,4,85,Oxford_3000
beautiful,美丽的,adjective,oxford_b_words,3,95,Oxford_3000
beauty,美丽,noun,oxford_b_words,4,80,Oxford_3000
because,因为,conjunction,oxford_b_words,3,98,Oxford_3000
become,成为,verb,oxford_b_words,3,98,Oxford_3000
bed,床,noun,oxford_b_words,3,95,Oxford_3000
bedroom,卧室,noun,oxford_b_words,4,90,Oxford_3000
beef,牛肉,noun,oxford_b_words,4,75,Oxford_3000
beer,啤酒,noun,oxford_b_words,4,80,Oxford_3000
before,之前,preposition,oxford_b_words,3,98,Oxford_3000
begin,开始,verb,oxford_b_words,3,98,Oxford_3000
beginning,开始,noun,oxford_b_words,4,90,Oxford_3000
behalf,代表,noun,oxford_b_words,6,70,Oxford_3000
behave,表现,verb,oxford_b_words,4,85,Oxford_3000
behavior,行为,noun,oxford_b_words,4,90,Oxford_3000
behind,在后面,preposition,oxford_b_words,3,95,Oxford_3000
being,存在,noun,oxford_b_words,4,85,Oxford_3000
belief,信仰,noun,oxford_b_words,4,85,Oxford_3000
believe,相信,verb,oxford_b_words,3,98,Oxford_3000
bell,铃,noun,oxford_b_words,4,75,Oxford_3000
belong,属于,verb,oxford_b_words,4,85,Oxford_3000
below,在下面,preposition,oxford_b_words,4,90,Oxford_3000
belt,腰带,noun,oxford_b_words,4,75,Oxford_3000
bend,弯曲,verb,oxford_b_words,4,80,Oxford_3000
benefit,益处,noun,oxford_b_words,4,90,Oxford_3000
beside,在旁边,preposition,oxford_b_words,4,80,Oxford_3000
best,最好的,adjective,oxford_b_words,3,95,Oxford_3000
bet,打赌,verb,oxford_b_words,4,75,Oxford_3000
better,更好的,adjective,oxford_b_words,3,95,Oxford_3000
between,在...之间,preposition,oxford_b_words,3,95,Oxford_3000
beyond,超过,preposition,oxford_b_words,4,85,Oxford_3000
big,大的,adjective,oxford_b_words,2,98,Oxford_3000
bike,自行车,noun,oxford_b_words,3,90,Oxford_3000
bill,账单,noun,oxford_b_words,4,85,Oxford_3000
billion,十亿,number,oxford_b_words,4,85,Oxford_3000
bin,垃圾箱,noun,oxford_b_words,4,75,Oxford_3000
bird,鸟,noun,oxford_b_words,3,95,Oxford_3000
birth,出生,noun,oxford_b_words,4,85,Oxford_3000
birthday,生日,noun,oxford_b_words,3,90,Oxford_3000
biscuit,饼干,noun,oxford_b_words,4,70,Oxford_3000
bit,一点,noun,oxford_b_words,3,95,Oxford_3000
bite,咬,verb,oxford_b_words,4,80,Oxford_3000
bitter,苦的,adjective,oxford_b_words,4,80,Oxford_3000
black,黑色的,adjective,oxford_b_words,3,95,Oxford_3000
blame,责备,verb,oxford_b_words,4,85,Oxford_3000
blank,空白的,adjective,oxford_b_words,4,75,Oxford_3000
blind,盲的,adjective,oxford_b_words,4,80,Oxford_3000
block,街区,noun,oxford_b_words,4,85,Oxford_3000
blonde,金发,adjective,oxford_b_words,4,75,Oxford_3000
blood,血,noun,oxford_b_words,4,90,Oxford_3000
blow,吹,verb,oxford_b_words,4,85,Oxford_3000
blue,蓝色的,adjective,oxford_b_words,3,95,Oxford_3000
board,板,noun,oxford_b_words,4,90,Oxford_3000
boat,船,noun,oxford_b_words,3,95,Oxford_3000
body,身体,noun,oxford_b_words,3,95,Oxford_3000
boil,沸腾,verb,oxford_b_words,4,80,Oxford_3000
bomb,炸弹,noun,oxford_b_words,5,80,Oxford_3000
bone,骨头,noun,oxford_b_words,4,80,Oxford_3000
book,书,noun,oxford_b_words,3,98,Oxford_3000
boot,靴子,noun,oxford_b_words,4,80,Oxford_3000
border,边界,noun,oxford_b_words,5,80,Oxford_3000
bore,使厌烦,verb,oxford_b_words,4,85,Oxford_3000
boring,无聊的,adjective,oxford_b_words,4,85,Oxford_3000
born,出生的,adjective,oxford_b_words,4,85,Oxford_3000
borrow,借,verb,oxford_b_words,4,85,Oxford_3000
boss,老板,noun,oxford_b_words,4,85,Oxford_3000
both,两者都,determiner,oxford_b_words,3,95,Oxford_3000
bother,打扰,verb,oxford_b_words,4,85,Oxford_3000
bottle,瓶子,noun,oxford_b_words,3,95,Oxford_3000
bottom,底部,noun,oxford_b_words,4,85,Oxford_3000
bowl,碗,noun,oxford_b_words,4,80,Oxford_3000
box,盒子,noun,oxford_b_words,3,95,Oxford_3000
boy,男孩,noun,oxford_b_words,3,95,Oxford_3000
brain,大脑,noun,oxford_b_words,4,90,Oxford_3000
branch,分支,noun,oxford_b_words,4,85,Oxford_3000
brand,品牌,noun,oxford_b_words,5,80,Oxford_3000
brave,勇敢的,adjective,oxford_b_words,4,80,Oxford_3000
bread,面包,noun,oxford_b_words,3,95,Oxford_3000
break,打破,verb,oxford_b_words,3,95,Oxford_3000
breakfast,早餐,noun,oxford_b_words,3,90,Oxford_3000
breast,乳房,noun,oxford_b_words,4,75,Oxford_3000
breath,呼吸,noun,oxford_b_words,4,85,Oxford_3000
breathe,呼吸,verb,oxford_b_words,4,85,Oxford_3000
brick,砖,noun,oxford_b_words,4,75,Oxford_3000
bridge,桥,noun,oxford_b_words,4,85,Oxford_3000
brief,简短的,adjective,oxford_b_words,4,85,Oxford_3000
bright,明亮的,adjective,oxford_b_words,4,85,Oxford_3000
brilliant,杰出的,adjective,oxford_b_words,5,80,Oxford_3000
bring,带来,verb,oxford_b_words,3,95,Oxford_3000
broad,宽阔的,adjective,oxford_b_words,4,80,Oxford_3000
broadcast,广播,verb,oxford_b_words,5,75,Oxford_3000
brother,兄弟,noun,oxford_b_words,3,95,Oxford_3000
brown,棕色的,adjective,oxford_b_words,3,90,Oxford_3000
brush,刷子,noun,oxford_b_words,4,80,Oxford_3000
budget,预算,noun,oxford_b_words,5,80,Oxford_3000
build,建造,verb,oxford_b_words,3,95,Oxford_3000
building,建筑物,noun,oxford_b_words,3,95,Oxford_3000
bullet,子弹,noun,oxford_b_words,5,75,Oxford_3000
bunch,束,noun,oxford_b_words,4,75,Oxford_3000
burn,燃烧,verb,oxford_b_words,4,85,Oxford_3000
burst,爆发,verb,oxford_b_words,5,75,Oxford_3000
bus,公共汽车,noun,oxford_b_words,3,95,Oxford_3000
bush,灌木,noun,oxford_b_words,4,75,Oxford_3000
business,商业,noun,oxford_b_words,4,95,Oxford_3000
busy,忙碌的,adjective,oxford_b_words,3,90,Oxford_3000
but,但是,conjunction,oxford_b_words,2,99,Oxford_3000
butter,黄油,noun,oxford_b_words,4,80,Oxford_3000
button,按钮,noun,oxford_b_words,4,80,Oxford_3000
buy,买,verb,oxford_b_words,2,98,Oxford_3000
by,通过,preposition,oxford_b_words,2,99,Oxford_3000
bye,再见,exclamation,oxford_b_words,3,95,Oxford_3000
cabinet,内阁,noun,oxford_c_words,6,75,Oxford_3000
cable,电缆,noun,oxford_c_words,5,75,Oxford_3000
cake,蛋糕,noun,oxford_c_words,3,90,Oxford_3000
calculate,计算,verb,oxford_c_words,5,80,Oxford_3000
call,打电话,verb,oxford_c_words,3,98,Oxford_3000
calm,平静的,adjective,oxford_c_words,4,80,Oxford_3000
camera,相机,noun,oxford_c_words,4,90,Oxford_3000
camp,营地,noun,oxford_c_words,4,85,Oxford_3000
campaign,活动,noun,oxford_c_words,5,85,Oxford_3000
can,能,modal verb,oxford_c_words,2,99,Oxford_3000
cancel,取消,verb,oxford_c_words,4,85,Oxford_3000
cancer,癌症,noun,oxford_c_words,5,80,Oxford_3000
candidate,候选人,noun,oxford_c_words,5,85,Oxford_3000
candle,蜡烛,noun,oxford_c_words,4,75,Oxford_3000
candy,糖果,noun,oxford_c_words,4,70,Oxford_3000
cap,帽子,noun,oxford_c_words,4,80,Oxford_3000
capable,有能力的,adjective,oxford_c_words,5,80,Oxford_3000
capacity,容量,noun,oxford_c_words,5,80,Oxford_3000
capital,首都,noun,oxford_c_words,4,90,Oxford_3000
captain,船长,noun,oxford_c_words,4,85,Oxford_3000
capture,捕获,verb,oxford_c_words,5,80,Oxford_3000
car,汽车,noun,oxford_c_words,3,98,Oxford_3000
card,卡片,noun,oxford_c_words,3,95,Oxford_3000
care,关心,noun,oxford_c_words,3,95,Oxford_3000
career,职业,noun,oxford_c_words,4,90,Oxford_3000
careful,小心的,adjective,oxford_c_words,4,90,Oxford_3000
carefully,小心地,adverb,oxford_c_words,4,85,Oxford_3000
careless,粗心的,adjective,oxford_c_words,4,80,Oxford_3000
carpet,地毯,noun,oxford_c_words,4,80,Oxford_3000
carrot,胡萝卜,noun,oxford_c_words,4,75,Oxford_3000
carry,携带,verb,oxford_c_words,3,95,Oxford_3000
case,案例,noun,oxford_c_words,4,95,Oxford_3000
cash,现金,noun,oxford_c_words,4,85,Oxford_3000
cast,投,verb,oxford_c_words,4,80,Oxford_3000
cat,猫,noun,oxford_c_words,3,95,Oxford_3000
catch,抓住,verb,oxford_c_words,3,95,Oxford_3000
category,类别,noun,oxford_c_words,5,80,Oxford_3000
cause,原因,noun,oxford_c_words,4,90,Oxford_3000
cease,停止,verb,oxford_c_words,5,75,Oxford_3000
ceiling,天花板,noun,oxford_c_words,4,80,Oxford_3000
celebrate,庆祝,verb,oxford_c_words,4,85,Oxford_3000
celebration,庆祝,noun,oxford_c_words,4,80,Oxford_3000
cell,细胞,noun,oxford_c_words,5,85,Oxford_3000
cent,分,noun,oxford_c_words,3,90,Oxford_3000
center,中心,noun,oxford_c_words,4,90,Oxford_3000
century,世纪,noun,oxford_c_words,4,90,Oxford_3000
ceremony,仪式,noun,oxford_c_words,5,80,Oxford_3000
certain,确定的,adjective,oxford_c_words,4,90,Oxford_3000
certainly,当然,adverb,oxford_c_words,4,85,Oxford_3000
chain,链,noun,oxford_c_words,4,85,Oxford_3000
chair,椅子,noun,oxford_c_words,3,95,Oxford_3000
chairman,主席,noun,oxford_c_words,5,80,Oxford_3000
challenge,挑战,noun,oxford_c_words,5,90,Oxford_3000
champion,冠军,noun,oxford_c_words,5,80,Oxford_3000
chance,机会,noun,oxford_c_words,3,95,Oxford_3000
change,改变,verb,oxford_c_words,3,98,Oxford_3000
channel,频道,noun,oxford_c_words,5,85,Oxford_3000
chapter,章节,noun,oxford_c_words,5,85,Oxford_3000
character,性格,noun,oxford_c_words,4,90,Oxford_3000
characteristic,特征,noun,oxford_c_words,5,80,Oxford_3000
charge,收费,noun,oxford_c_words,4,90,Oxford_3000
charity,慈善,noun,oxford_c_words,5,80,Oxford_3000
chart,图表,noun,oxford_c_words,5,85,Oxford_3000
chase,追逐,verb,oxford_c_words,4,80,Oxford_3000
cheap,便宜的,adjective,oxford_c_words,4,90,Oxford_3000
cheat,欺骗,verb,oxford_c_words,4,80,Oxford_3000
check,检查,verb,oxford_c_words,3,95,Oxford_3000
cheek,脸颊,noun,oxford_c_words,4,75,Oxford_3000
cheerful,愉快的,adjective,oxford_c_words,4,80,Oxford_3000
cheese,奶酪,noun,oxford_c_words,4,85,Oxford_3000
chef,厨师,noun,oxford_c_words,5,75,Oxford_3000
chemical,化学的,adjective,oxford_c_words,5,85,Oxford_3000
chest,胸部,noun,oxford_c_words,4,80,Oxford_3000
chicken,鸡,noun,oxford_c_words,3,90,Oxford_3000
chief,主要的,adjective,oxford_c_words,5,80,Oxford_3000
child,孩子,noun,oxford_c_words,3,98,Oxford_3000
childhood,童年,noun,oxford_c_words,4,80,Oxford_3000
chip,芯片,noun,oxford_c_words,4,85,Oxford_3000
chocolate,巧克力,noun,oxford_c_words,4,85,Oxford_3000
choice,选择,noun,oxford_c_words,4,90,Oxford_3000
choose,选择,verb,oxford_c_words,3,95,Oxford_3000
chop,砍,verb,oxford_c_words,4,75,Oxford_3000
church,教堂,noun,oxford_c_words,4,85,Oxford_3000
cigarette,香烟,noun,oxford_c_words,5,80,Oxford_3000
cinema,电影院,noun,oxford_c_words,4,80,Oxford_3000
circle,圆,noun,oxford_c_words,4,85,Oxford_3000
circumstance,环境,noun,oxford_c_words,5,85,Oxford_3000
citizen,公民,noun,oxford_c_words,5,85,Oxford_3000
city,城市,noun,oxford_c_words,3,95,Oxford_3000
civil,公民的,adjective,oxford_c_words,5,85,Oxford_3000
claim,声称,verb,oxford_c_words,4,90,Oxford_3000
class,班级,noun,oxford_c_words,3,95,Oxford_3000
classic,经典的,adjective,oxford_c_words,5,80,Oxford_3000
classical,古典的,adjective,oxford_c_words,5,80,Oxford_3000
classify,分类,verb,oxford_c_words,5,75,Oxford_3000
classroom,教室,noun,oxford_c_words,4,90,Oxford_3000
clay,粘土,noun,oxford_c_words,5,65,Oxford_3000
clean,干净的,adjective,oxford_c_words,3,95,Oxford_3000
clear,清楚的,adjective,oxford_c_words,3,95,Oxford_3000
clearly,清楚地,adverb,oxford_c_words,4,90,Oxford_3000
clerk,职员,noun,oxford_c_words,4,80,Oxford_3000
clever,聪明的,adjective,oxford_c_words,4,85,Oxford_3000
click,点击,verb,oxford_c_words,4,85,Oxford_3000
client,客户,noun,oxford_c_words,5,85,Oxford_3000
climate,气候,noun,oxford_c_words,5,90,Oxford_3000
climb,爬,verb,oxford_c_words,4,90,Oxford_3000
clinic,诊所,noun,oxford_c_words,5,80,Oxford_3000
clock,时钟,noun,oxford_c_words,3,95,Oxford_3000
close,关闭,verb,oxford_c_words,3,95,Oxford_3000
closed,关闭的,adjective,oxford_c_words,4,85,Oxford_3000
closely,紧密地,adverb,oxford_c_words,4,85,Oxford_3000
cloth,布,noun,oxford_c_words,4,80,Oxford_3000
clothes,衣服,noun,oxford_c_words,3,95,Oxford_3000
clothing,服装,noun,oxford_c_words,4,85,Oxford_3000
cloud,云,noun,oxford_c_words,3,90,Oxford_3000
club,俱乐部,noun,oxford_c_words,3,95,Oxford_3000
clue,线索,noun,oxford_c_words,4,80,Oxford_3000
coach,教练,noun,oxford_c_words,4,85,Oxford_3000
coal,煤,noun,oxford_c_words,4,80,Oxford_3000
coast,海岸,noun,oxford_c_words,4,85,Oxford_3000
coat,外套,noun,oxford_c_words,3,95,Oxford_3000
code,代码,noun,oxford_c_words,5,85,Oxford_3000
coffee,咖啡,noun,oxford_c_words,3,95,Oxford_3000
coin,硬币,noun,oxford_c_words,3,90,Oxford_3000
cold,冷的,adjective,oxford_c_words,3,95,Oxford_3000
collapse,倒塌,verb,oxford_c_words,5,80,Oxford_3000
colleague,同事,noun,oxford_c_words,5,85,Oxford_3000
collect,收集,verb,oxford_c_words,4,90,Oxford_3000
collection,收集,noun,oxford_c_words,4,85,Oxford_3000
