word,translation,pos,category,level,frequency,source
estimating,估计,verb/noun,academic,7,66,AWL
estimated,估计,verb/noun,academic,7,65,AWL
estimation,估计,verb/noun,academic,7,64,AWL
estimations,估计,verb/noun,academic,7,63,AWL
overestimate,估计,verb/noun,academic,7,67,AWL
underestimate,估计,verb/noun,academic,7,66,AWL
evidenced,证据,noun,academic,7,67,AWL
evident,证据,noun,academic,7,66,AWL
evidently,证据,noun,academic,7,65,AWL
exports,出口,verb/noun,academic,7,67,AWL
exported,出口,verb/noun,academic,7,66,AWL
exporting,出口,verb/noun,academic,7,65,AWL
exporter,出口,verb/noun,academic,7,64,AWL
exporters,出口,verb/noun,academic,7,63,AWL
factors,因素,noun,academic,7,67,AWL
factored,因素,noun,academic,7,66,AWL
factoring,因素,noun,academic,7,65,AWL
finances,金融,noun/verb,academic,7,67,AWL
financed,金融,noun/verb,academic,7,66,AWL
financing,金融,noun/verb,academic,7,65,AWL
financial,金融,noun/verb,academic,7,64,AWL
financially,金融,noun/verb,academic,7,63,AWL
formulas,公式,noun,academic,7,67,AWL
formulae,公式,noun,academic,7,66,AWL
formulate,公式,noun,academic,7,65,AWL
formulated,公式,noun,academic,7,64,AWL
formulating,公式,noun,academic,7,63,AWL
formulation,公式,noun,academic,7,67,AWL
formulations,公式,noun,academic,7,66,AWL
functions,功能,noun/verb,academic,7,67,AWL
functioned,功能,noun/verb,academic,7,66,AWL
functioning,功能,noun/verb,academic,7,65,AWL
functional,功能,noun/verb,academic,7,64,AWL
functionally,功能,noun/verb,academic,7,63,AWL
multifunctional,功能,noun/verb,academic,7,67,AWL
identifies,识别,verb,academic,7,67,AWL
identifying,识别,verb,academic,7,66,AWL
identified,识别,verb,academic,7,65,AWL
identifiable,识别,verb,academic,7,64,AWL
identification,识别,verb,academic,7,63,AWL
identity,识别,verb,academic,7,67,AWL
identities,识别,verb,academic,7,66,AWL
incomes,收入,noun,academic,7,67,AWL
indicates,表明,verb,academic,7,67,AWL
indicating,表明,verb,academic,7,66,AWL
indicated,表明,verb,academic,7,65,AWL
indication,表明,verb,academic,7,64,AWL
indications,表明,verb,academic,7,63,AWL
indicator,表明,verb,academic,7,67,AWL
indicators,表明,verb,academic,7,66,AWL
individuals,个人的,adjective/noun,academic,7,67,AWL
individuality,个人的,adjective/noun,academic,7,66,AWL
individualism,个人的,adjective/noun,academic,7,65,AWL
individualize,个人的,adjective/noun,academic,7,64,AWL
individually,个人的,adjective/noun,academic,7,63,AWL
interprets,解释,verb,academic,7,67,AWL
interpreting,解释,verb,academic,7,66,AWL
interpreted,解释,verb,academic,7,65,AWL
interpretation,解释,verb,academic,7,64,AWL
interpretations,解释,verb,academic,7,63,AWL
misinterpret,解释,verb,academic,7,67,AWL
misinterpreted,解释,verb,academic,7,66,AWL
interpreter,解释,verb,academic,7,65,AWL
interpreters,解释,verb,academic,7,64,AWL
involves,涉及,verb,academic,7,67,AWL
involved,涉及,verb,academic,7,66,AWL
involving,涉及,verb,academic,7,65,AWL
involvement,涉及,verb,academic,7,64,AWL
issues,问题,noun/verb,academic,7,67,AWL
issued,问题,noun/verb,academic,7,66,AWL
issuing,问题,noun/verb,academic,7,65,AWL
labours,劳动,noun,academic,7,67,AWL
laboured,劳动,noun,academic,7,66,AWL
labouring,劳动,noun,academic,7,65,AWL
labor,劳动,noun,academic,7,64,AWL
illegal,合法的,adjective,academic,7,67,AWL
legality,合法的,adjective,academic,7,66,AWL
legally,合法的,adjective,academic,7,65,AWL
illegally,合法的,adjective,academic,7,64,AWL
legislate,合法的,adjective,academic,7,63,AWL
legislation,合法的,adjective,academic,7,67,AWL
legislative,合法的,adjective,academic,7,66,AWL
legislator,合法的,adjective,academic,7,65,AWL
legislators,合法的,adjective,academic,7,64,AWL
legislature,合法的,adjective,academic,7,63,AWL
majors,主要的,adjective,academic,7,67,AWL
majority,主要的,adjective,academic,7,66,AWL
majorities,主要的,adjective,academic,7,65,AWL
methods,方法,noun,academic,7,67,AWL
methodology,方法,noun,academic,7,66,AWL
methodological,方法,noun,academic,7,65,AWL
occurs,发生,verb,academic,7,67,AWL
occurred,发生,verb,academic,7,66,AWL
occurring,发生,verb,academic,7,65,AWL
occurrence,发生,verb,academic,7,64,AWL
occurrences,发生,verb,academic,7,63,AWL
reoccur,发生,verb,academic,7,67,AWL
percentage,百分比,noun,academic,7,67,AWL
percentages,百分比,noun,academic,7,66,AWL
periods,时期,noun,academic,7,67,AWL
periodic,时期,noun,academic,7,66,AWL
periodically,时期,noun,academic,7,65,AWL
policies,政策,noun,academic,7,67,AWL
principles,原则,noun,academic,7,67,AWL
proceeds,继续进行,verb,academic,7,67,AWL
proceeded,继续进行,verb,academic,7,66,AWL
proceeding,继续进行,verb,academic,7,65,AWL
proceedings,继续进行,verb,academic,7,64,AWL
procedural,继续进行,verb,academic,7,63,AWL
procedure,继续进行,verb,academic,7,67,AWL
procedures,继续进行,verb,academic,7,66,AWL
processes,过程,noun/verb,academic,7,67,AWL
processed,过程,noun/verb,academic,7,66,AWL
processing,过程,noun/verb,academic,7,65,AWL
requires,需要,verb,academic,7,67,AWL
requiring,需要,verb,academic,7,66,AWL
required,需要,verb,academic,7,65,AWL
requirement,需要,verb,academic,7,64,AWL
requirements,需要,verb,academic,7,63,AWL
responds,回应,verb,academic,7,67,AWL
responded,回应,verb,academic,7,66,AWL
responding,回应,verb,academic,7,65,AWL
responsive,回应,verb,academic,7,64,AWL
responsiveness,回应,verb,academic,7,63,AWL
response,回应,verb,academic,7,67,AWL
responses,回应,verb,academic,7,66,AWL
respondent,回应,verb,academic,7,65,AWL
respondents,回应,verb,academic,7,64,AWL
roles,角色,noun,academic,7,67,AWL
sections,部分,noun,academic,7,67,AWL
sectioned,部分,noun,academic,7,66,AWL
sectioning,部分,noun,academic,7,65,AWL
sectors,部门,noun,academic,7,67,AWL
significance,重要的,adjective,academic,7,67,AWL
significantly,重要的,adjective,academic,7,66,AWL
insignificant,重要的,adjective,academic,7,65,AWL
similarly,相似的,adjective,academic,7,67,AWL
similarity,相似的,adjective,academic,7,66,AWL
similarities,相似的,adjective,academic,7,65,AWL
dissimilar,相似的,adjective,academic,7,64,AWL
sources,来源,noun,academic,7,67,AWL
sourced,来源,noun,academic,7,66,AWL
sourcing,来源,noun,academic,7,65,AWL
specifically,具体的,adjective,academic,7,67,AWL
specification,具体的,adjective,academic,7,66,AWL
specifications,具体的,adjective,academic,7,65,AWL
specificity,具体的,adjective,academic,7,64,AWL
structures,结构,noun/verb,academic,7,67,AWL
structured,结构,noun/verb,academic,7,66,AWL
structuring,结构,noun/verb,academic,7,65,AWL
structural,结构,noun/verb,academic,7,64,AWL
structurally,结构,noun/verb,academic,7,63,AWL
restructure,结构,noun/verb,academic,7,67,AWL
restructured,结构,noun/verb,academic,7,66,AWL
restructuring,结构,noun/verb,academic,7,65,AWL
theories,理论,noun,academic,7,67,AWL
theorist,理论,noun,academic,7,66,AWL
theorists,理论,noun,academic,7,65,AWL
theoretical,理论,noun,academic,7,64,AWL
theoretically,理论,noun,academic,7,63,AWL
varies,变化,verb,academic,7,67,AWL
varied,变化,verb,academic,7,66,AWL
varying,变化,verb,academic,7,65,AWL
variable,变化,verb,academic,7,64,AWL
variables,变化,verb,academic,7,63,AWL
variance,变化,verb,academic,7,67,AWL
variant,变化,verb,academic,7,66,AWL
variants,变化,verb,academic,7,65,AWL
variation,变化,verb,academic,7,64,AWL
variations,变化,verb,academic,7,63,AWL
variety,变化,verb,academic,7,67,AWL
varieties,变化,verb,academic,7,66,AWL
various,变化,verb,academic,7,65,AWL
invariable,变化,verb,academic,7,64,AWL
invariably,变化,verb,academic,7,63,AWL
ability,能力,noun,oxford_a_words,5,90,Oxford_3000
able,能够,adjective,oxford_a_words,4,95,Oxford_3000
about,关于,preposition,oxford_a_words,3,98,Oxford_3000
above,在...上面,preposition,oxford_a_words,4,90,Oxford_3000
abroad,在国外,adverb,oxford_a_words,5,75,Oxford_3000
absence,缺席,noun,oxford_a_words,5,75,Oxford_3000
absent,缺席的,adjective,oxford_a_words,5,70,Oxford_3000
absolute,绝对的,adjective,oxford_a_words,6,75,Oxford_3000
absolutely,绝对地,adverb,oxford_a_words,5,80,Oxford_3000
accept,接受,verb,oxford_a_words,4,90,Oxford_3000
access,进入,noun,oxford_a_words,5,85,Oxford_3000
accident,事故,noun,oxford_a_words,4,85,Oxford_3000
accommodation,住宿,noun,oxford_a_words,5,80,Oxford_3000
accompany,陪伴,verb,oxford_a_words,5,75,Oxford_3000
according,根据,preposition,oxford_a_words,4,90,Oxford_3000
account,账户,noun,oxford_a_words,4,85,Oxford_3000
accurate,准确的,adjective,oxford_a_words,5,80,Oxford_3000
achieve,实现,verb,oxford_a_words,5,90,Oxford_3000
achievement,成就,noun,oxford_a_words,5,85,Oxford_3000
acid,酸,noun,oxford_a_words,6,65,Oxford_3000
acknowledge,承认,verb,oxford_a_words,6,80,Oxford_3000
across,横过,preposition,oxford_a_words,4,90,Oxford_3000
act,行动,verb,oxford_a_words,3,90,Oxford_3000
action,行动,noun,oxford_a_words,4,90,Oxford_3000
active,活跃的,adjective,oxford_a_words,4,85,Oxford_3000
activity,活动,noun,oxford_a_words,4,90,Oxford_3000
actor,演员,noun,oxford_a_words,4,80,Oxford_3000
actress,女演员,noun,oxford_a_words,4,75,Oxford_3000
actual,实际的,adjective,oxford_a_words,4,85,Oxford_3000
actually,实际上,adverb,oxford_a_words,4,90,Oxford_3000
adapt,适应,verb,oxford_a_words,5,80,Oxford_3000
add,添加,verb,oxford_a_words,3,95,Oxford_3000
addition,加法,noun,oxford_a_words,4,85,Oxford_3000
additional,额外的,adjective,oxford_a_words,5,80,Oxford_3000
address,地址,noun,oxford_a_words,4,90,Oxford_3000
adequate,足够的,adjective,oxford_a_words,6,75,Oxford_3000
adjust,调整,verb,oxford_a_words,5,75,Oxford_3000
administration,管理,noun,oxford_a_words,6,80,Oxford_3000
admire,钦佩,verb,oxford_a_words,5,75,Oxford_3000
admit,承认,verb,oxford_a_words,4,85,Oxford_3000
adopt,采用,verb,oxford_a_words,5,80,Oxford_3000
adult,成年人,noun,oxford_a_words,4,85,Oxford_3000
advance,前进,verb/noun,oxford_a_words,5,80,Oxford_3000
advanced,高级的,adjective,oxford_a_words,5,80,Oxford_3000
advantage,优势,noun,oxford_a_words,4,85,Oxford_3000
adventure,冒险,noun,oxford_a_words,5,75,Oxford_3000
advertise,广告,verb,oxford_a_words,5,80,Oxford_3000
advertisement,广告,noun,oxford_a_words,5,80,Oxford_3000
advice,建议,noun,oxford_a_words,4,90,Oxford_3000
advise,建议,verb,oxford_a_words,4,85,Oxford_3000
affair,事务,noun,oxford_a_words,5,75,Oxford_3000
affect,影响,verb,oxford_a_words,5,85,Oxford_3000
afford,负担得起,verb,oxford_a_words,4,80,Oxford_3000
afraid,害怕的,adjective,oxford_a_words,3,90,Oxford_3000
after,在...之后,preposition,oxford_a_words,3,98,Oxford_3000
afternoon,下午,noun,oxford_a_words,3,90,Oxford_3000
afterwards,后来,adverb,oxford_a_words,5,75,Oxford_3000
again,再次,adverb,oxford_a_words,3,95,Oxford_3000
against,反对,preposition,oxford_a_words,4,90,Oxford_3000
age,年龄,noun,oxford_a_words,3,95,Oxford_3000
aged,年迈的,adjective,oxford_a_words,4,75,Oxford_3000
agency,代理,noun,oxford_a_words,5,75,Oxford_3000
agent,代理人,noun,oxford_a_words,5,80,Oxford_3000
aggressive,侵略性的,adjective,oxford_a_words,5,75,Oxford_3000
ago,以前,adverb,oxford_a_words,3,90,Oxford_3000
agree,同意,verb,oxford_a_words,3,95,Oxford_3000
agreement,协议,noun,oxford_a_words,4,85,Oxford_3000
ahead,向前,adverb,oxford_a_words,4,85,Oxford_3000
aid,援助,noun,oxford_a_words,5,80,Oxford_3000
aim,目标,noun,oxford_a_words,4,85,Oxford_3000
air,空气,noun,oxford_a_words,3,95,Oxford_3000
aircraft,飞机,noun,oxford_a_words,5,75,Oxford_3000
airline,航空公司,noun,oxford_a_words,5,80,Oxford_3000
airport,机场,noun,oxford_a_words,4,85,Oxford_3000
alarm,警报,noun,oxford_a_words,5,80,Oxford_3000
alcohol,酒精,noun,oxford_a_words,5,75,Oxford_3000
alive,活着的,adjective,oxford_a_words,4,80,Oxford_3000
all,所有,determiner,oxford_a_words,2,98,Oxford_3000
allow,允许,verb,oxford_a_words,4,90,Oxford_3000
ally,盟友,noun,oxford_a_words,6,70,Oxford_3000
almost,几乎,adverb,oxford_a_words,4,90,Oxford_3000
alone,独自,adjective,oxford_a_words,4,85,Oxford_3000
along,沿着,preposition,oxford_a_words,4,90,Oxford_3000
alongside,在旁边,preposition,oxford_a_words,5,75,Oxford_3000
already,已经,adverb,oxford_a_words,4,90,Oxford_3000
also,也,adverb,oxford_a_words,3,95,Oxford_3000
alter,改变,verb,oxford_a_words,5,80,Oxford_3000
alternative,替代的,adjective,oxford_a_words,5,80,Oxford_3000
although,尽管,conjunction,oxford_a_words,4,85,Oxford_3000
altogether,总共,adverb,oxford_a_words,5,75,Oxford_3000
always,总是,adverb,oxford_a_words,3,95,Oxford_3000
amaze,使惊讶,verb,oxford_a_words,5,75,Oxford_3000
ambition,野心,noun,oxford_a_words,5,75,Oxford_3000
ambulance,救护车,noun,oxford_a_words,5,75,Oxford_3000
among,在...之中,preposition,oxford_a_words,4,85,Oxford_3000
amount,数量,noun,oxford_a_words,4,85,Oxford_3000
amuse,逗乐,verb,oxford_a_words,5,75,Oxford_3000
analysis,分析,noun,oxford_a_words,5,85,Oxford_3000
ancient,古代的,adjective,oxford_a_words,5,80,Oxford_3000
and,和,conjunction,oxford_a_words,1,99,Oxford_3000
anger,愤怒,noun,oxford_a_words,4,80,Oxford_3000
angle,角度,noun,oxford_a_words,4,80,Oxford_3000
angry,生气的,adjective,oxford_a_words,3,90,Oxford_3000
animal,动物,noun,oxford_a_words,3,95,Oxford_3000
announce,宣布,verb,oxford_a_words,5,80,Oxford_3000
annoy,惹恼,verb,oxford_a_words,4,80,Oxford_3000
annual,每年的,adjective,oxford_a_words,5,80,Oxford_3000
another,另一个,determiner,oxford_a_words,4,90,Oxford_3000
answer,答案,noun,oxford_a_words,3,95,Oxford_3000
anticipate,预期,verb,oxford_a_words,6,75,Oxford_3000
anxiety,焦虑,noun,oxford_a_words,5,80,Oxford_3000
anxious,焦虑的,adjective,oxford_a_words,5,80,Oxford_3000
any,任何,determiner,oxford_a_words,3,95,Oxford_3000
anybody,任何人,pronoun,oxford_a_words,4,85,Oxford_3000
anyone,任何人,pronoun,oxford_a_words,4,85,Oxford_3000
anything,任何事,pronoun,oxford_a_words,4,90,Oxford_3000
anyway,无论如何,adverb,oxford_a_words,4,85,Oxford_3000
anywhere,任何地方,adverb,oxford_a_words,4,80,Oxford_3000
apart,分开,adverb,oxford_a_words,4,80,Oxford_3000
apartment,公寓,noun,oxford_a_words,4,85,Oxford_3000
apologize,道歉,verb,oxford_a_words,5,80,Oxford_3000
apparent,明显的,adjective,oxford_a_words,5,80,Oxford_3000
apparently,显然,adverb,oxford_a_words,5,80,Oxford_3000
appeal,呼吁,noun,oxford_a_words,5,80,Oxford_3000
appear,出现,verb,oxford_a_words,4,90,Oxford_3000
appearance,外观,noun,oxford_a_words,4,80,Oxford_3000
apple,苹果,noun,oxford_a_words,3,90,Oxford_3000
application,应用,noun,oxford_a_words,5,85,Oxford_3000
apply,申请,verb,oxford_a_words,4,85,Oxford_3000
appoint,任命,verb,oxford_a_words,5,75,Oxford_3000
appointment,预约,noun,oxford_a_words,5,80,Oxford_3000
appreciate,欣赏,verb,oxford_a_words,5,80,Oxford_3000
approach,方法,noun,oxford_a_words,5,85,Oxford_3000
appropriate,适当的,adjective,oxford_a_words,5,80,Oxford_3000
approve,批准,verb,oxford_a_words,5,80,Oxford_3000
architect,建筑师,noun,oxford_a_words,5,75,Oxford_3000
architecture,建筑,noun,oxford_a_words,6,75,Oxford_3000
area,地区,noun,oxford_a_words,3,95,Oxford_3000
argue,争论,verb,oxford_a_words,4,85,Oxford_3000
argument,论点,noun,oxford_a_words,5,85,Oxford_3000
arise,出现,verb,oxford_a_words,5,80,Oxford_3000
arm,手臂,noun,oxford_a_words,3,95,Oxford_3000
armed,武装的,adjective,oxford_a_words,5,75,Oxford_3000
army,军队,noun,oxford_a_words,4,80,Oxford_3000
around,周围,preposition,oxford_a_words,3,95,Oxford_3000
arrange,安排,verb,oxford_a_words,4,85,Oxford_3000
arrangement,安排,noun,oxford_a_words,4,80,Oxford_3000
arrest,逮捕,verb,oxford_a_words,5,80,Oxford_3000
arrival,到达,noun,oxford_a_words,4,80,Oxford_3000
arrive,到达,verb,oxford_a_words,3,90,Oxford_3000
art,艺术,noun,oxford_a_words,3,95,Oxford_3000
article,文章,noun,oxford_a_words,4,90,Oxford_3000
artificial,人造的,adjective,oxford_a_words,5,80,Oxford_3000
artist,艺术家,noun,oxford_a_words,4,80,Oxford_3000
as,作为,preposition,oxford_a_words,3,98,Oxford_3000
ashamed,羞愧的,adjective,oxford_a_words,5,75,Oxford_3000
aside,在旁边,adverb,oxford_a_words,4,75,Oxford_3000
ask,问,verb,oxford_a_words,2,98,Oxford_3000
asleep,睡着的,adjective,oxford_a_words,4,80,Oxford_3000
aspect,方面,noun,oxford_a_words,5,85,Oxford_3000
assessment,评估,noun,oxford_a_words,5,80,Oxford_3000
assist,帮助,verb,oxford_a_words,5,80,Oxford_3000
assistance,帮助,noun,oxford_a_words,5,80,Oxford_3000
assistant,助手,noun,oxford_a_words,5,75,Oxford_3000
associate,联系,verb,oxford_a_words,5,80,Oxford_3000
association,协会,noun,oxford_a_words,5,80,Oxford_3000
assume,假设,verb,oxford_a_words,5,85,Oxford_3000
at,在,preposition,oxford_a_words,2,99,Oxford_3000
atmosphere,大气,noun,oxford_a_words,5,80,Oxford_3000
attach,附上,verb,oxford_a_words,5,80,Oxford_3000
attack,攻击,noun,oxford_a_words,4,85,Oxford_3000
attempt,尝试,noun,oxford_a_words,5,85,Oxford_3000
attend,参加,verb,oxford_a_words,4,85,Oxford_3000
attention,注意,noun,oxford_a_words,4,90,Oxford_3000
attitude,态度,noun,oxford_a_words,4,90,Oxford_3000
attorney,律师,noun,oxford_a_words,6,70,Oxford_3000
attract,吸引,verb,oxford_a_words,4,85,Oxford_3000
attraction,吸引,noun,oxford_a_words,5,75,Oxford_3000
attractive,有吸引力的,adjective,oxford_a_words,4,80,Oxford_3000
audience,观众,noun,oxford_a_words,4,85,Oxford_3000
author,作者,noun,oxford_a_words,4,90,Oxford_3000
authority,权威,noun,oxford_a_words,5,85,Oxford_3000
automatic,自动的,adjective,oxford_a_words,5,80,Oxford_3000
available,可用的,adjective,oxford_a_words,4,90,Oxford_3000
average,平均,adjective,oxford_a_words,4,85,Oxford_3000
avoid,避免,verb,oxford_a_words,4,90,Oxford_3000
awake,醒着的,adjective,oxford_a_words,4,80,Oxford_3000
award,奖励,noun,oxford_a_words,5,80,Oxford_3000
aware,意识到的,adjective,oxford_a_words,5,85,Oxford_3000
away,离开,adverb,oxford_a_words,3,95,Oxford_3000
awful,可怕的,adjective,oxford_a_words,4,80,Oxford_3000
awkward,尴尬的,adjective,oxford_a_words,5,75,Oxford_3000
baby,婴儿,noun,oxford_b_words,3,95,Oxford_3000
back,背部,noun,oxford_b_words,3,98,Oxford_3000
background,背景,noun,oxford_b_words,4,85,Oxford_3000
backwards,向后,adverb,oxford_b_words,4,75,Oxford_3000
bacteria,细菌,noun,oxford_b_words,6,75,Oxford_3000
bad,坏的,adjective,oxford_b_words,3,98,Oxford_3000
badly,糟糕地,adverb,oxford_b_words,4,85,Oxford_3000
bag,袋子,noun,oxford_b_words,3,95,Oxford_3000
bake,烘烤,verb,oxford_b_words,4,75,Oxford_3000
balance,平衡,noun,oxford_b_words,4,85,Oxford_3000
ball,球,noun,oxford_b_words,3,95,Oxford_3000
ban,禁止,verb,oxford_b_words,5,75,Oxford_3000
band,乐队,noun,oxford_b_words,4,80,Oxford_3000
bank,银行,noun,oxford_b_words,3,95,Oxford_3000
bar,酒吧,noun,oxford_b_words,4,85,Oxford_3000
barrier,障碍,noun,oxford_b_words,5,80,Oxford_3000
base,基础,noun,oxford_b_words,4,85,Oxford_3000
basic,基本的,adjective,oxford_b_words,4,90,Oxford_3000
basically,基本上,adverb,oxford_b_words,4,85,Oxford_3000
basis,基础,noun,oxford_b_words,5,80,Oxford_3000
bath,洗澡,noun,oxford_b_words,4,80,Oxford_3000
bathroom,浴室,noun,oxford_b_words,4,90,Oxford_3000
battery,电池,noun,oxford_b_words,5,80,Oxford_3000
battle,战斗,noun,oxford_b_words,5,80,Oxford_3000
be,是,verb,oxford_b_words,1,99,Oxford_3000
beach,海滩,noun,oxford_b_words,4,85,Oxford_3000
bean,豆子,noun,oxford_b_words,4,75,Oxford_3000
bear,熊,noun,oxford_b_words,4,80,Oxford_3000
beat,打败,verb,oxford_b_words,4,85,Oxford_3000
beautiful,美丽的,adjective,oxford_b_words,3,95,Oxford_3000
beauty,美丽,noun,oxford_b_words,4,80,Oxford_3000
because,因为,conjunction,oxford_b_words,3,98,Oxford_3000
become,成为,verb,oxford_b_words,3,98,Oxford_3000
bed,床,noun,oxford_b_words,3,95,Oxford_3000
bedroom,卧室,noun,oxford_b_words,4,90,Oxford_3000
beef,牛肉,noun,oxford_b_words,4,75,Oxford_3000
beer,啤酒,noun,oxford_b_words,4,80,Oxford_3000
before,之前,preposition,oxford_b_words,3,98,Oxford_3000
begin,开始,verb,oxford_b_words,3,98,Oxford_3000
beginning,开始,noun,oxford_b_words,4,90,Oxford_3000
behalf,代表,noun,oxford_b_words,6,70,Oxford_3000
behave,表现,verb,oxford_b_words,4,85,Oxford_3000
behavior,行为,noun,oxford_b_words,4,90,Oxford_3000
behind,在后面,preposition,oxford_b_words,3,95,Oxford_3000
being,存在,noun,oxford_b_words,4,85,Oxford_3000
belief,信仰,noun,oxford_b_words,4,85,Oxford_3000
believe,相信,verb,oxford_b_words,3,98,Oxford_3000
bell,铃,noun,oxford_b_words,4,75,Oxford_3000
belong,属于,verb,oxford_b_words,4,85,Oxford_3000
below,在下面,preposition,oxford_b_words,4,90,Oxford_3000
