word,translation,pos,category,level,frequency,source
bachelor,学士,noun,listening_education,5,40,IELTS_Listening
master,硕士,noun,listening_education,5,40,IELTS_Listening
doctorate,博士,noun,listening_education,6,38,IELTS_Listening
undergraduate,本科生,noun,listening_education,6,38,IELTS_Listening
postgraduate,研究生,noun,listening_education,6,38,IELTS_Listening
student,学生,noun,listening_education,4,42,IELTS_Listening
pupil,学生,noun,listening_education,5,40,IELTS_Listening
scholar,学者,noun,listening_education,6,38,IELTS_Listening
professor,教授,noun,listening_education,5,40,IELTS_Listening
lecturer,讲师,noun,listening_education,5,40,IELTS_Listening
tutor,导师,noun,listening_education,5,40,IELTS_Listening
supervisor,导师,noun,listening_education,6,38,IELTS_Listening
principal,校长,noun,listening_education,5,40,IELTS_Listening
headmaster,校长,noun,listening_education,5,40,IELTS_Listening
dean,系主任,noun,listening_education,6,38,IELTS_Listening
chancellor,校长,noun,listening_education,7,36,IELTS_Listening
registration,注册,noun,listening_education,5,40,IELTS_Listening
enrollment,入学,noun,listening_education,6,38,IELTS_Listening
admission,录取,noun,listening_education,6,38,IELTS_Listening
application,申请,noun,listening_education,5,40,IELTS_Listening
assignment,作业,noun,listening_education,5,40,IELTS_Listening
essay,论文,noun,listening_education,5,40,IELTS_Listening
thesis,论文,noun,listening_education,6,38,IELTS_Listening
dissertation,论文,noun,listening_education,7,36,IELTS_Listening
research,研究,noun/verb,listening_education,5,40,IELTS_Listening
project,项目,noun,listening_education,5,40,IELTS_Listening
assessment,评估,noun,listening_education,6,38,IELTS_Listening
examination,考试,noun,listening_education,5,40,IELTS_Listening
exam,考试,noun,listening_education,4,42,IELTS_Listening
quiz,测验,noun,listening_education,5,40,IELTS_Listening
test,测试,noun,listening_education,4,42,IELTS_Listening
grade,成绩,noun,listening_education,5,40,IELTS_Listening
score,分数,noun,listening_education,5,40,IELTS_Listening
mark,分数,noun,listening_education,5,40,IELTS_Listening
credit,学分,noun,listening_education,5,40,IELTS_Listening
attendance,出勤,noun,listening_education,6,38,IELTS_Listening
scholarship,奖学金,noun,listening_education,6,38,IELTS_Listening
grant,拨款,noun,listening_education,6,38,IELTS_Listening
tuition,学费,noun,listening_education,5,40,IELTS_Listening
fee,费用,noun,listening_education,5,40,IELTS_Listening
semester,学期,noun,listening_education,5,40,IELTS_Listening
term,学期,noun,listening_education,4,42,IELTS_Listening
airport,机场,noun,listening_travel,4,42,IELTS_Listening
terminal,航站楼,noun,listening_travel,5,40,IELTS_Listening
departure,出发,noun,listening_travel,5,40,IELTS_Listening
arrival,到达,noun,listening_travel,5,40,IELTS_Listening
flight,航班,noun,listening_travel,4,42,IELTS_Listening
airline,航空公司,noun,listening_travel,5,40,IELTS_Listening
passport,护照,noun,listening_travel,4,42,IELTS_Listening
visa,签证,noun,listening_travel,5,40,IELTS_Listening
ticket,票,noun,listening_travel,4,42,IELTS_Listening
booking,预订,noun,listening_travel,5,40,IELTS_Listening
reservation,预订,noun,listening_travel,5,40,IELTS_Listening
luggage,行李,noun,listening_travel,5,40,IELTS_Listening
baggage,行李,noun,listening_travel,5,40,IELTS_Listening
suitcase,行李箱,noun,listening_travel,5,40,IELTS_Listening
backpack,背包,noun,listening_travel,5,40,IELTS_Listening
customs,海关,noun,listening_travel,5,40,IELTS_Listening
immigration,移民,noun,listening_travel,6,38,IELTS_Listening
destination,目的地,noun,listening_travel,5,40,IELTS_Listening
itinerary,行程,noun,listening_travel,7,36,IELTS_Listening
brochure,手册,noun,listening_travel,5,40,IELTS_Listening
excursion,短途旅行,noun,listening_travel,6,38,IELTS_Listening
sightseeing,观光,noun,listening_travel,5,40,IELTS_Listening
tourist,游客,noun,listening_travel,4,42,IELTS_Listening
tourism,旅游业,noun,listening_travel,5,40,IELTS_Listening
attraction,景点,noun,listening_travel,5,40,IELTS_Listening
guide,导游,noun,listening_travel,4,42,IELTS_Listening
reception,接待,noun,listening_travel,5,40,IELTS_Listening
receptionist,接待员,noun,listening_travel,5,40,IELTS_Listening
accommodation,住宿,noun,listening_travel,5,40,IELTS_Listening
check in,登记入住,phrasal verb,listening_travel,5,40,IELTS_Listening
check out,结账离开,phrasal verb,listening_travel,5,40,IELTS_Listening
